,Unnamed: 0,Unnamed: 0.1,Hotel Name,Review,Review_Lemma,Keyword,Sentiment,User Contribution,Recency,joy,sadness,fear,disgust,anger,MHRs,Index,abs_Sentiment,new_MHR,Normalized_User_Contribution,Recency_new,Score,Bucket
125,565,610,Treebo Trend Orchard Suites,Rooms are mediocre and old.,room be mediocre and old .,room,-0.93708,61,Oct-18,0.122134,0.225934,0.197022,0.179569,0.214456,0.054874,565,0.93708,0.211881986,0.022246535,288 days 00:00:00.000000000,2.454472019,amenities
126,576,622,Treebo Trend Orchard Suites,Need to describe the details of the room as they have two options for rooms which are difficult to judge with the name.,nee to describe the detail of the room as they have two option for room which be difficult to judge with the name .,room,-0.458362,12,Jul-17,0.058433,0.365963,0.135345,0.088664,0.145874,0.050118108,576,0.458362,0.193518319,0.004376368,745 days 00:00:00.000000000,2.052448246,amenities
127,571,617,Treebo Trend Orchard Suites,"Prior to my booking I was confirmed that I would be provided the same room, however on the next day I became aware that the room adjoining to my room was to one promised to me but not allotted to me.","prior to my booking i be confirm that i would be provide the same room , however on the next day i become aware that the room adjoin to my room be to one promise to me but not allot to me .",room,-0.495298,1,Oct-17,0.187079,0.160325,0.330929,0.114754,0.068183,0.050684425,571,0.495298,0.195705009,0.000364697,653 days 00:00:00.000000000,1.867667696,amenities
128,564,609,Treebo Trend Orchard Suites,"This time, Before moving to room 406, was given a different room, again Ac was not functioning in that room.","this time , before move to room 406 , be give a different room , again Ac be not function in that room .",room,-0.787151,2,Nov-18,0.056991,0.110382,0.174486,0.062392,0.206254,0.051455232,564,0.787151,0.198681283,0.000729395,257 days 00:00:00.000000000,1.856595795,amenities
129,574,620,Treebo Trend Orchard Suites,"Not enough Drinking water was not supplied only 1Ltr per day per room (that too not on day of check-out), and customer is forced to buy a bisleri water bottle with MRP of Rs.20 for Rs.","not enough Drinking water be not supply only 1ltr per day per room ( that too not on day of check - out ) , and customer be force to buy a bisleri water bottle with MRP of Rs.20 for r .",room,-0.6126,1,Aug-17,0.196769,0.08178,0.190884,0.171136,0.164488,0.052310844,574,0.6126,0.20198501,0.000364697,714 days 00:00:00.000000000,1.831551752,amenities
130,566,611,Treebo Trend Orchard Suites,"We had booked adjacent rooms with kitchenette, and we did not get them adjacent..we were given all sorts of stories about why this was so-","we have book adjacent room with kitchenette , and we do not get them adjacent .. we be give all sort of story about why this be so-",adjacent room,-0.564006,54,Aug-18,0.441635,0.104879,0.150357,0.121395,0.160292,0.052561085,566,0.564006,0.202951252,0.019693654,349 days 00:00:00.000000000,1.804049844,amenities
131,572,618,Treebo Trend Orchard Suites,Ignoring the front desk staff (They looked us as if why did we come to this hotel and did not help us carry our luggage to the room.,ignore the front desk staff ( they look us as if why do we come to this hotel and do not help us carry our luggage to the room .,room,-0.935752,1,Nov-17,0.423535,0.128909,0.157272,0.169352,0.143029,0.051291366,572,0.935752,0.198048557,0.000364697,622 days 00:00:00.000000000,1.802638255,amenities
132,580,626,Treebo Trend Orchard Suites,"The location is very crowded, though they claim that they have parking facility, you can't park your peacefully as it is very narrow.","the location be very crowded , though they claim that they have parking facility , you ca n't park your peacefully as it be very narrow .",parking facility,-0.654,1,May-17,0.029315,0.221358,0.066159,0.10339,0.191185,0.053754872,580,0.654,0.207560759,0.000364697,806 days 00:00:00.000000000,1.797137838,amenities
133,579,625,Treebo Trend Orchard Suites,"It is a mustbe for Treebo to install high Performance Wlan working in really all Rooms, because it always changed.","it be a mustbe for Treebo to install high Performance Wlan work in really all room , because it always change .",room,-0.383448,20,Jul-17,0.362501,0.286607,0.166471,0.055901,0.053263,0.054082857,579,0.383448,0.208827186,0.007293946,745 days 00:00:00.000000000,1.649082138,amenities
134,575,621,Treebo Trend Orchard Suites,"Door mat was missing, neither room entrance nor toilet entrance.","Door mat be miss , neither room entrance nor toilet entrance .",room entrance,-0.805692,3,Jul-17,0.174219,0.151545,0.093654,0.072945,0.08686,0.055047856,575,0.805692,0.212553285,0.001094092,745 days 00:00:00.000000000,1.363255627,amenities
135,568,613,Treebo Trend Orchard Suites,Though nearby area of the hotel was not so good,though nearby area of the hotel be not so good,nearby area of the hotel,-0.624465,54,Jan-18,0.226461,0.054009,0.071484,0.156359,0.041033,0.052371446,568,0.624465,0.202219009,0.019693654,561 days 00:00:00.000000000,1.20946202,amenities
136,573,619,Treebo Trend Orchard Suites,Good for cleanliness and service but no car parking and food availability only during breakfast.,Good for cleanlines and service but no car parking and food availability only during breakfast .,car parking,-0.840332,2,Aug-17,0.502886,0.050638,0.107221,0.113781,0.021624,0.054354628,573,0.840332,0.209876563,0.000729395,714 days 00:00:00.000000000,1.075152252,amenities
15,68,72,Treebo Trend Orchard Suites,"Only Towels should be better washed in some cases really bad smelling, sorry to say that.","only Towels should be better wash in some case really bad smell , sorry to say that .",better wash,-0.95123,20,Jul-17,0.048661,0.165917,0.209434,0.620544,0.28489,0.340567295,68,0.95123,0.340567295,0.011661808,745 days 00:00:00.000000000,3.590011079,cleanliness
16,67,71,Treebo Trend Orchard Suites,"Firstly,they showed a smelly rooms,after denying they give us lil better rooms on second floor,how can we choose nxt time treebo?i was with my family and parents.they saw the rooms and upset.first time was my good experience.this time","firstly , they show a smelly room , after deny they give us lil well room on second floor , how can we choose nxt time treebo?i be with my family and parents.they see the room and upset.first time be my good experience.this time",smelly room,-0.650789,1,Oct-17,0.074468,0.110161,0.090726,0.514156,0.331808,0.328294425,67,0.650789,0.328294425,0.00058309,653 days 00:00:00.000000000,3.142228314,cleanliness
17,66,70,Treebo Trend Orchard Suites,Will not recommend if you like clean rooms.,Will not recommend if you like clean room .,clean room,-0.588735,1,Jun-18,0.30515,0.077665,0.142022,0.281127,0.20635,0.33113828,66,0.588735,0.33113828,0.00058309,410 days 00:00:00.000000000,2.395567824,cleanliness
98,490,605,Treebo Trend Orchard Suites,"You get not a room but a 2 room flat with Kitchen, huge living room with balcony (although the state of the outside walls negates spending time there).","you get not a room but a 2 room flat with Kitchen , huge living room with balcony ( although the state of the outside wall negate spending time there ) .",Kitchen,-0.586131,1322,Dec-17,0.012636,0.058476,0.327888,0.324972,0.57639,0.034141283,490,0.586131,0.099640757,0.482129832,592 days 00:00:00.000000000,4.387521407,facility
99,484,596,Treebo Trend Orchard Suites,Only issue was bathroom where cold water was a problem in wash basin and hot water was a problem in shower.,Only issue be bathroom where cold water be a problem in wash basin and hot water be a problem in shower .,cold water,-0.873035,394,Jul-18,0.01993,0.179329,0.345848,0.461645,0.32593,0.033969372,484,0.873035,0.099139038,0.143690737,380 days 00:00:00.000000000,3.555020115,facility
100,488,603,Treebo Trend Orchard Suites,The caller who seemed like receptionist was rude and impolite and very insensitive to the fact that I was in the middle of shifting houses.,the caller who seem like receptionist be rude and impolite and very insensitive to the fact that i be in the middle of shift house .,middle of shift house,-0.882473,21,May-18,0.013368,0.506969,0.310848,0.248023,0.304426,0.033551186,488,0.882473,0.097918568,0.007658643,441 days 00:00:00.000000000,3.360864043,facility
101,489,604,Treebo Trend Orchard Suites,There was a gap under the door which let the light goes in the room and the noise.,there be a gap under the door which let the light go in the room and the noise .,light,-0.589589,5,Jan-18,0.041659,0.095668,0.606943,0.113041,0.426088,0.03323641,489,0.589589,0.096999901,0.001823487,561 days 00:00:00.000000000,3.186048467,facility
102,483,595,Treebo Trend Orchard Suites,Poor quality rooms.,Poor quality room .,Poor quality room,-0.947944,1,Jun-18,0.017429,0.414148,0.485026,0.235785,0.197342,0.036109164,483,0.947944,0.105383985,0.000364697,410 days 00:00:00.000000000,3.184888449,facility
103,503,623,Treebo Trend Orchard Suites,Only negative to point out is that the bed was very sunk in on the side closest to door.,only negative to point out be that the bed be very sink in on the side close to door .,bed,-0.820511,12,Apr-17,0.071352,0.3252,0.35866,0.234032,0.312468,0.033577474,503,0.820511,0.097995292,0.004376368,836 days 00:00:00.000000000,2.997369764,facility
104,494,610,Treebo Trend Orchard Suites,"Firstly,they showed a smelly rooms,after denying they give us lil better rooms on second floor,how can we choose nxt time treebo?i was with my family and parents.they saw the rooms and upset.first time was my good experience.this time","firstly , they show a smelly room , after deny they give us lil well room on second floor , how can we choose nxt time treebo?i be with my family and parents.they see the room and upset.first time be my good experience.this time",second floor,-0.650789,1,Oct-17,0.13333,0.09283,0.034458,0.328139,0.595108,0.034538131,494,0.650789,0.100798953,0.000364697,653 days 00:00:00.000000000,2.957468583,facility
105,479,589,Treebo Trend Orchard Suites,Toilets and bathrooms very old and not maintained.,toilet and bathroom very old and not maintain .,bathroom,-0.769487,61,Oct-18,0.009299,0.081452,0.104955,0.854681,0.141564,0.035013976,479,0.769487,0.102187698,0.022246535,288 days 00:00:00.000000000,2.893533443,facility
106,496,613,Treebo Trend Orchard Suites,"Asked for a non smoking floor n got a smoking room.

","ask for a non smoking floor n get a smoking room . 

",smoking room,-0.413193,1,Sep-17,0.027501,0.212594,0.13937,0.623913,0.220978,0.036026098,496,0.413193,0.105141558,0.000364697,683 days 00:00:00.000000000,2.878184312,facility
107,485,598,Treebo Trend Orchard Suites,"room's toilet was smelling, toilet was not sanitized.location of the hotel","room 's toilet be smell , toilet be not sanitized.location of the hotel",room 's toilet,-0.56592,54,Jun-18,0.023789,0.039232,0.117357,0.923085,0.080183,0.034539798,485,0.56592,0.100803816,0.019693654,410 days 00:00:00.000000000,2.752339024,facility
108,495,612,Treebo Trend Orchard Suites,Barely enough range.,barely enough range .,enough range,-0.96582,5,Sep-17,0.029725,0.503192,0.301772,0.053348,0.224225,0.036611996,495,0.96582,0.106851493,0.001823487,683 days 00:00:00.000000000,2.65913276,facility
109,480,590,Treebo Trend Orchard Suites,"Having stayed at this hotel since 2015 when it was in a good standard, stayed here in 2017 in room 406 and had reported that the geyser was not working, forward to 2018, the geyser is still malfunctioning with no hot water.","have stay at this hotel since 2015 when it be in a good standard , stay here in 2017 in room 406 and have report that the geyser be not work , forward to 2018 , the geyser be still malfunction with no hot water .",hot water,-0.834018,2,Nov-18,0.089582,0.630722,0.180215,0.096561,0.149289,0.033357877,480,0.834018,0.097354401,0.000729395,257 days 00:00:00.000000000,2.603523032,facility
110,493,609,Treebo Trend Orchard Suites,Had a problem with water clogging in the bathroom,have a problem with water clog in the bathroom,bathroom,-0.790983,1,Nov-17,0.028747,0.294076,0.172373,0.505414,0.110015,0.034253579,493,0.790983,0.099968492,0.000364697,622 days 00:00:00.000000000,2.540096126,facility
111,502,622,Treebo Trend Orchard Suites,Maybe that is why the light is low.,maybe that be why the light be low .,light,-0.764785,29,May-17,0.02238,0.369849,0.263673,0.404945,0.052663,0.035350876,502,0.764785,0.103170934,0.010576222,806 days 00:00:00.000000000,2.488335238,facility
112,500,618,Treebo Trend Orchard Suites,"Bed sheet and bed cushion was poor, and they gave me the top room which used to get too heated and AC was not working.","Bed sheet and bed cushion be poor , and they give me the top room which use to get too heated and AC be not work .",Bed sheet,-0.829583,1,May-17,0.086488,0.597246,0.215222,0.169722,0.098013,0.033498551,500,0.829583,0.097764957,0.000364697,806 days 00:00:00.000000000,2.480596235,facility
113,497,614,Treebo Trend Orchard Suites,"Not enough Drinking water was not supplied only 1Ltr per day per room (that too not on day of check-out), and customer is forced to buy a bisleri water bottle with MRP of Rs.20 for Rs.","not enough Drinking water be not supply only 1ltr per day per room ( that too not on day of check - out ) , and customer be force to buy a bisleri water bottle with MRP of Rs.20 for r .",bisleri water bottle,-0.6126,1,Aug-17,0.049905,0.287379,0.160307,0.300885,0.243418,0.033762448,497,0.6126,0.098535135,0.000364697,714 days 00:00:00.000000000,2.470984002,facility
114,486,600,Treebo Trend Orchard Suites,"As for breakfast: ratio of water to milk is 3:1, so don't go for the cornflakes.","as for breakfast : ratio of water to milk be 3:1 , so do n't go for the cornflake .",ratio of water,-0.470095,3,Sep-18,0.156956,0.246604,0.039198,0.509247,0.156587,0.034604287,486,0.470095,0.100992028,0.001094092,318 days 00:00:00.000000000,2.395348734,facility
115,487,601,Treebo Trend Orchard Suites,When given room we weren't informed as to where to find water since the bottle water we had was over.,when give room we be n't inform as to where to find water since the bottle water we have be over .,bottle water,-0.702467,1,Mar-18,0.157755,0.202446,0.160523,0.322668,0.222904,0.0342321,487,0.702467,0.099905806,0.000364697,502 days 00:00:00.000000000,2.33210368,facility
116,481,592,Treebo Trend Orchard Suites,"This time, Before moving to room 406, was given a different room, again Ac was not functioning in that room.","this time , before move to room 406 , be give a different room , again Ac be not function in that room .",different room,-0.787151,2,Nov-18,0.206002,0.208517,0.142316,0.128279,0.326909,0.033780443,481,0.787151,0.098587651,0.000729395,257 days 00:00:00.000000000,2.282077532,facility
117,499,617,Treebo Trend Orchard Suites,"Wall mounted TV installed just below the Split AC, which may unsafe to drop water in the TV, during any teething troubles.","Wall mount TV instal just below the Split AC , which may unsafe to drop water in the TV , during any teething trouble .",water,-0.632708,3,Jul-17,0.063057,0.481527,0.086034,0.180528,0.142923,0.035183373,499,0.632708,0.10268208,0.001094092,745 days 00:00:00.000000000,2.171592217,facility
118,504,624,Treebo Trend Orchard Suites,"Bathrooms may not be spic and span but has lots of space and not much to complain about,","bathroom may not be spic and span but have lot of space and not much to complain about ,",lot of space,-0.740643,247,Mar-17,0.347699,0.168335,0.06147,0.409804,0.155132,0.03493003,504,0.740643,0.101942701,0.090080233,867 days 00:00:00.000000000,2.14140285,facility
119,492,607,Treebo Trend Orchard Suites,Only downside: the bathroom could use some upkeep: floor tiles and shower screen not as good as at other Treebos.,only downside : the bathroom could use some upkeep : floor tile and shower screen not as good as at oth Treebos .,shower screen,-0.827883,57,Nov-17,0.126129,0.046691,0.164652,0.223135,0.311808,0.034960848,492,0.827883,0.102032644,0.020787746,622 days 00:00:00.000000000,2.115679528,facility
120,498,616,Treebo Trend Orchard Suites,Need to describe the details of the room as they have two options for rooms which are difficult to judge with the name.,nee to describe the detail of the room as they have two option for room which be difficult to judge with the name .,detail of the room,-0.458362,12,Jul-17,0.058433,0.365963,0.135345,0.088664,0.145874,0.03358574,498,0.458362,0.098019415,0.004376368,745 days 00:00:00.000000000,1.861450438,facility
121,476,586,Treebo Trend Orchard Suites,Except for the first day there were some confusion on allotting right rooms.,except for the first day there be some confusion on allot right room .,right room,-0.739418,1,Dec-18,0.396847,0.151316,0.100217,0.144534,0.19593,0.03524217,476,0.739418,0.102853677,0.000364697,227 days 00:00:00.000000000,1.73733267,facility
122,491,606,Treebo Trend Orchard Suites,It was earlier SILVERSTAR booking but due to maintenance issue TREEBO had taken urgent step & given ORCHID SUITE one step up Standard Room .,it be early SILVERSTAR booking but due to maintenance issue TREEBO have take urgent step & give ORCHID SUITE one step up Standard Room .,Standard Room,-0.658959,1,Nov-17,0.055416,0.140205,0.134832,0.028763,0.217401,0.035559897,491,0.658959,0.10378096,0.000364697,622 days 00:00:00.000000000,1.533753061,facility
123,477,587,Treebo Trend Orchard Suites,"Evening kitchen timing is 7 pm, before that you will not get anything not even tea.","Evening kitchen timing be 7 pm , before that you will not get anything not even tea .",kitchen timing,-0.849052,46,Jan-19,0.14279,0.142133,0.160379,0.061192,0.128768,0.035302726,477,0.849052,0.103030409,0.016776076,196 days 00:00:00.000000000,1.510992357,facility
124,478,588,Treebo Trend Orchard Suites,"the bed also creaked with the noise of springs which reminded me of the old fashioned beds and was not a bit comfortable to sleep in ..
","the bed also creak with the noise of spring which remind me of the old fashioned bed and be not a bit comfortable to sleep in .. 
",old fashioned bed,-0.283753,12,Apr-19,0.582719,0.163057,0.270588,0.016829,0.032906,0.033303171,478,0.283753,0.097194742,0.004376368,106 days 00:00:00.000000000,1.37991405,facility
125,482,593,Treebo Trend Orchard Suites,"Now for the bad news: photographs of rooms very misleading; the ground floor rooms are VERY small, stuffy.","now for the bad new : photograph of room very misleading ; the ground floor room be very small , stuffy .",photograph of room,-0.93603,3,Sep-18,0.596036,0.075093,0.10122,0.044921,0.176155,0.034613643,482,0.93603,0.101019332,0.001094092,318 days 00:00:00.000000000,1.306477343,facility
126,501,619,Treebo Trend Orchard Suites,"I couldn't get a cup of coffee or tea in the evening as there was no one in the kitchen, I was told.my 4 days of staying, the linen remained the same, and it was barely clean.","i could n't get a cup of coffee or tea in the evening as there be no one in the kitchen , i be told.my 4 day of staying , the linen remain the same , and it be barely clean .",kitchen,-0.918731,1,May-17,0.669618,0.09078,0.074923,0.108238,0.048738,0.033163354,501,0.918731,0.096786687,0.000364697,806 days 00:00:00.000000000,0.914316695,facility
89,529,645,Treebo Trend Orchard Suites,Breakfast was poor.,Breakfast be poor .,Breakfast,-0.850744,55,Feb-17,0.063323,0.510581,0.45691,0.189629,0.054257,0.032667055,529,0.850744,0.032667055,0.020058352,895 days 00:00:00.000000000,2.589157278,food
90,511,625,Treebo Trend Orchard Suites,But Breakfast had only variety Upma and Aloo paratha both were in very bad taste and over spicy,but Breakfast have only variety Upma and Aloo paratha both be in very bad taste and over spicy,Breakfast,-0.829905,1,Jan-18,0.163907,0.292994,0.11014,0.516798,0.113473,0.032923502,511,0.829905,0.032923502,0.000364697,561 days 00:00:00.000000000,2.325693092,food
91,505,617,Treebo Trend Orchard Suites,"The one downside is the the poor maintenance of the restaurant and morning breakfast,it lacks cleanliness and very much short of personnel,so i advise my fellow travelers not to eat the free breakfast offered by the hotel.","the one downside be the the poor maintenance of the restaurant and morning breakfast , it lack cleanlines and very much short of personnel , so i advise my fellow traveler not to eat the free breakfast offer by the hotel .",morning breakfast,-0.900918,4,Nov-18,0.081094,0.35734,0.377619,0.215488,0.064278,0.031627273,505,0.900918,0.031627273,0.001458789,257 days 00:00:00.000000000,2.304392565,food
92,516,631,Treebo Trend Orchard Suites,Included breakfast was very poor.,include breakfast be very poor .,breakfast,-0.912677,5,Sep-17,0.043059,0.440662,0.420388,0.100428,0.052742,0.032823315,516,0.912677,0.032823315,0.001823487,683 days 00:00:00.000000000,2.202959405,food
93,514,629,Treebo Trend Orchard Suites,Only they dont serve lunch and little delay in service but belive me its just little .,only they do nt serve lunch and little delay in service but belive me its just little .,lunch,-0.898289,1,Oct-17,0.020284,0.50983,0.042581,0.117766,0.222975,0.033142906,514,0.898289,0.033142906,0.000364697,653 days 00:00:00.000000000,2.135257489,food
94,519,635,Treebo Trend Orchard Suites,"So apart form cha and eventually noodles, you can't cook your own food.","so apart form cha and eventually noodle , you ca n't cook your own food .",own food,-0.626651,24,Aug-17,0.237531,0.227958,0.16304,0.419095,0.098577,0.034574179,519,0.626651,0.034574179,0.008752735,714 days 00:00:00.000000000,2.048359165,food
95,515,630,Treebo Trend Orchard Suites,Instead since the hotel had only coffee available I had to leave and go to a nearby place to eat.,instead since the hotel have only coffee available i have to leave and go to a nearby place to eat .,coffee,-0.386203,2,Dec-17,0.229215,0.451389,0.089136,0.175819,0.133599,0.033421941,515,0.386203,0.033421941,0.000729395,592 days 00:00:00.000000000,1.9739259,food
96,527,643,Treebo Trend Orchard Suites,One drawback is they don't have good in-house food.,one drawback be they do n't have good in - house food .,house food,-0.721998,5,Apr-17,0.307074,0.158603,0.431538,0.16893,0.11491,0.032980127,527,0.721998,0.032980127,0.001823487,836 days 00:00:00.000000000,1.951917671,food
97,525,641,Treebo Trend Orchard Suites,they just said it's all over by 9:40 & we were just given bread & egg .,they just say it ' all over by 9:40 & we be just give bread & egg .,bread,-0.331181,1,Aug-17,0.462935,0.034122,0.030092,0.316661,0.268282,0.034104092,525,0.331181,0.034104092,0.000364697,714 days 00:00:00.000000000,1.681321916,food
98,499,610,Treebo Trend Orchard Suites,Breakfast is only two dishes with egg items separate but never replenished in the serving dishes.,Breakfast be only two dish with egg item separate but never replenish in the serve dish .,serve dish,-0.588479,1,Jun-19,0.32859,0.105182,0.023422,0.370376,0.057814,0.033210474,499,0.588479,0.033210474,0.000364697,45 days 00:00:00.000000000,1.428833121,food
99,513,628,Treebo Trend Orchard Suites,They only serve food from 7-10 pm and have a strict rule not allowing food from outside to be delivered.,they only serve food from 7 - 10 pm and have a strict rule not allow food from outside to be deliver .,food,-0.879388,2,Dec-17,0.193738,0.233525,0.079833,0.13458,0.125578,0.03318229,513,0.879388,0.03318229,0.000729395,592 days 00:00:00.000000000,1.412571597,food
100,506,618,Treebo Trend Orchard Suites,"Breakfast needs attention as not much choice other than Idli/vada, bread-butter paratha fare.","Breakfast need attention as not much choice oth than Idli / vada , bread - butter paratha fare .",Breakfast,-0.413675,1,Mar-19,0.336482,0.246828,0.197924,0.031887,0.038591,0.034126531,506,0.413675,0.034126531,0.000364697,137 days 00:00:00.000000000,1.308443824,food
101,512,627,Treebo Trend Orchard Suites,Very poor no value for money as paid really high considering good breakfast there other hotels without break at much lower price.,very poor no value for money as pay really high consider good breakfast there oth hotel without break at much low price .,good breakfast,-0.930467,1,Jan-18,0.549151,0.155498,0.076956,0.243454,0.067269,0.033713217,512,0.930467,0.033713217,0.000364697,561 days 00:00:00.000000000,1.300612521,food
102,520,636,Treebo Trend Orchard Suites,Quality & taste of Food not upto mark,Quality & taste of Food not upto mark,taste of Food,-0.736835,1,Jul-17,0.49393,0.066115,0.030843,0.366648,0.055595,0.033672901,520,0.736835,0.033672901,0.000364697,745 days 00:00:00.000000000,1.201165069,food
103,522,638,Treebo Trend Orchard Suites,"Wanted to eat something inside Room difficult, Restaurant Food just average, at times not served on time.","want to eat something inside Room difficult , Restaurant Food just average , at time not serve on time .",Restaurant Food,-0.795174,2,Jul-17,0.045177,0.060774,0.33829,0.070367,0.022146,0.034113187,522,0.795174,0.034113187,0.000729395,745 days 00:00:00.000000000,1.114078035,food
104,510,624,Treebo Trend Orchard Suites,Imagine a hotel in South India serving lousy coffee!!,Imagine a hotel in South India serve lousy coffee ! !,lousy coffee,-0.470716,3,Sep-18,0.653487,0.105994,0.038171,0.202678,0.03388,0.070765776,510,0.470716,0.070765776,0.001094092,318 days 00:00:00.000000000,1.070363231,food
105,521,637,Treebo Trend Orchard Suites,"We arrived in the afternoon by the Shatabdi from Mysore and we thought that once arrived at the hotel, we could order some snacks and cha, but that wasn't the case and as it is situated in a residential areas there aren't many restaurants around...
","we arrive in the afternoon by the Shatabdi from Mysore and we think that once arrive at the hotel , we could order some snack and cha , but that be n't the case and as it be situate in a residential area there be n't many restaurant around ... 
",restaurant,-0.644265,24,Aug-17,0.112198,0.169868,0.080553,0.053939,0.091686,0.032808113,521,0.644265,0.032808113,0.008752735,714 days 00:00:00.000000000,1.012688033,food
106,528,644,Treebo Trend Orchard Suites,"They don't have lunch, but serve dinner.","they do n't have lunch , but serve dinner .",lunch,-0.651844,12,Apr-17,0.174219,0.151545,0.093654,0.072945,0.08686,0.033564031,528,0.651844,0.033564031,0.004376368,836 days 00:00:00.000000000,0.992187242,food
107,523,639,Treebo Trend Orchard Suites,"I couldn't get a cup of coffee or tea in the evening as there was no one in the kitchen, I was told.my 4 days of staying, the linen remained the same, and it was barely clean.","i could n't get a cup of coffee or tea in the evening as there be no one in the kitchen , i be told.my 4 day of staying , the linen remain the same , and it be barely clean .",cup of coffee,-0.918731,1,May-17,0.669618,0.09078,0.074923,0.108238,0.048738,0.032267635,523,0.918731,0.032267635,0.000364697,806 days 00:00:00.000000000,0.78527859,food
108,530,646,Treebo Trend Orchard Suites,The complimentary breakfast was mediocre and had very few choice.,the complimentary breakfast be mediocre and have very few choice .,complimentary breakfast,-0.902136,247,Mar-17,0.740365,0.063873,0.077642,0.048618,0.033361,0.032614183,530,0.902136,0.032614183,0.090080233,867 days 00:00:00.000000000,0.738480813,food
109,524,640,Treebo Trend Orchard Suites,"Also, in breakfast while having poori I got an fried ant in it, which looked pathetic.","also , in breakfast while have poori i get an fry ant in it , which look pathetic .",breakfast,-0.463401,1,May-17,0.634633,0.069901,0.080689,0.075525,0.058547,0.034282984,524,0.463401,0.034282984,0.000364697,806 days 00:00:00.000000000,0.72308429,food
110,518,633,Treebo Trend Orchard Suites,Good for cleanliness and service but no car parking and food availability only during breakfast.,Good for cleanlines and service but no car parking and food availability only during breakfast .,food availability,-0.840332,2,Aug-17,0.502886,0.050638,0.107221,0.113781,0.021624,0.032937791,518,0.840332,0.032937791,0.000729395,714 days 00:00:00.000000000,0.721274708,food
111,503,615,Treebo Trend Orchard Suites,"Service personnel at breakfast are only one person that too with a grinning face.
","Service personnel at breakfast be only one person that too with a grin face . 
",breakfast,-0.250106,1,Jun-19,0.608091,0.066232,0.024687,0.099057,0.024821,0.033964213,503,0.250106,0.033964213,0.000364697,45 days 00:00:00.000000000,0.713353598,food
112,501,612,Treebo Trend Orchard Suites,"Tea coffee wud be not hot.

","Tea coffee wud be not hot . 

",Tea coffee wud,-0.277165,1,Jun-19,0.754208,0.072054,0.033306,0.050049,0.029558,0.034370435,501,0.277165,0.034370435,0.000364697,45 days 00:00:00.000000000,0.659243043,food
113,509,623,Treebo Trend Orchard Suites,"If they don't have eggs then why there was eggs to be order space in the breakfast area.
","if they do n't have egg then why there be egg to be order space in the breakfast area . 
",breakfast area,-0.592387,6,Jun-18,0.679968,0.045388,0.01074,0.122175,0.033767,0.032771455,509,0.592387,0.032771455,0.002188184,410 days 00:00:00.000000000,0.639273361,food
114,507,621,Treebo Trend Orchard Suites,But breakfast was not upto the mark.,but breakfast be not upto the mark .,breakfast,-0.626955,6,Jun-18,0.759035,0.044645,0.040345,0.112193,0.01914,0.031846176,507,0.626955,0.031846176,0.002188184,410 days 00:00:00.000000000,0.631301803,food
115,526,642,Treebo Trend Orchard Suites,They have very little options in breakfast.,they have very little option in breakfast .,breakfast,-0.468355,1,May-17,0.605068,0.07219,0.095637,0.016799,0.020141,0.032360228,526,0.468355,0.032360228,0.000364697,806 days 00:00:00.000000000,0.521042776,food
116,517,632,Treebo Trend Orchard Suites,the breakfast is not breakfast with just two options.,the breakfast be not breakfast with just two option .,breakfast,-0.623691,1,Sep-17,0.692387,0.055862,0.045164,0.012307,0.013475,0.03206212,517,0.623691,0.03206212,0.000364697,683 days 00:00:00.000000000,0.384428436,food
117,508,622,Treebo Trend Orchard Suites,"As for breakfast: ratio of water to milk is 3:1, so don't go for the cornflakes.","as for breakfast : ratio of water to milk be 3:1 , so do n't go for the cornflake .",breakfast,-0.470095,3,Sep-18,0,0,0,0,0,0.033101872,508,0.470095,0.033101872,0.001094092,318 days 00:00:00.000000000,0.199709422,food
26,152,164,Treebo Trend Orchard Suites,"Beware to count your laundry properly as we had an expensive tshirt missing.
","Beware to count your laundry properly as we have an expensive tshirt miss . 
",expensive tshirt miss,-0.86492,2,Nov-18,0.021497,0.735738,0.24556,0.052378,0.189079,0.167943831,152,0.86492,0.167943831,0.000729395,257 days 00:00:00.000000000,3.116427892,price
27,155,170,Treebo Trend Orchard Suites,Except location nothing worth mentioning..,except location nothing worth mention ..,worth mention,-0.933526,1,Jun-17,0.076373,0.149438,0.59418,0.025323,0.377028,0.171111643,155,0.933526,0.171111643,0.000364697,775 days 00:00:00.000000000,3.044532072,price
28,154,169,Treebo Trend Orchard Suites,"We being 2 women checked in exhausted 12:30 at night , was almost harassed for payment in spite of paying online for 1 night !","we be 2 woman check in exhausted 12:30 at night , be almost harass for payment in spite of pay online for 1 night !",spite of pay,-0.502456,1,Aug-17,0.076383,0.323146,0.25337,0.223506,0.311538,0.16589625,154,0.502456,0.16589625,0.000364697,714 days 00:00:00.000000000,2.912968232,price
29,151,163,Treebo Trend Orchard Suites,Seems like Management does nothing to rectify these issues following guest reports and are interested in only making money.,seem like Management do nothing to rectify these issue follow guest report and be interested in only make money .,money,-0.829249,2,Nov-18,0.196269,0.38566,0.048422,0.098778,0.245343,0.163410065,151,0.829249,0.163410065,0.000729395,257 days 00:00:00.000000000,2.274520359,price
